match_id,venue,innings,batting_team,bowling_team,total_runs
1136576,Punjab Cricket Association IS Bindra Stadium,2,Sunrisers Hyderabad,Kings XI Punjab,40
1136577,Maharashtra Cricket Association Stadium,1,Chennai Super Kings,Rajasthan Royals,69
1136577,Maharashtra Cricket Association Stadium,2,Rajasthan Royals,Chennai Super Kings,35
1136578,Eden Gardens,1,Kolkata Knight Riders,Kings XI Punjab,49
1136578,Eden Gardens,2,Kings XI Punjab,Kolkata Knight Riders,73
1136579,M.Chinnaswamy Stadium,1,Delhi Daredevils,Royal Challengers Bangalore,28
1136579,M.Chinnaswamy Stadium,2,Royal Challengers Bangalore,Delhi Daredevils,43
1136580,Rajiv Gandhi International Stadium,1,Chennai Super Kings,Sunrisers Hyderabad,27
1136580,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Chennai Super Kings,40
1136581,Sawai Mansingh Stadium,1,Mumbai Indians,Rajasthan Royals,43
1136581,Sawai Mansingh Stadium,2,Rajasthan Royals,Mumbai Indians,43
1136582,Arun Jaitley Stadium,1,Kings XI Punjab,Delhi Daredevils,51
1136582,Arun Jaitley Stadium,2,Delhi Daredevils,Kings XI Punjab,48
1136583,Wankhede Stadium,1,Sunrisers Hyderabad,Mumbai Indians,51
1136583,Wankhede Stadium,2,Mumbai Indians,Sunrisers Hyderabad,22
1136584,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,52
1136584,M.Chinnaswamy Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,55
1136585,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Kings XI Punjab,37
1136585,Rajiv Gandhi International Stadium,2,Kings XI Punjab,Sunrisers Hyderabad,44
1136586,Arun Jaitley Stadium,1,Delhi Daredevils,Kolkata Knight Riders,57
1136586,Arun Jaitley Stadium,2,Kolkata Knight Riders,Delhi Daredevils,51
1136587,Maharashtra Cricket Association Stadium,1,Chennai Super Kings,Mumbai Indians,51
1136587,Maharashtra Cricket Association Stadium,2,Mumbai Indians,Chennai Super Kings,50
1136588,Sawai Mansingh Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,39
1136588,Sawai Mansingh Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,43
1136589,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,40
1136589,M.Chinnaswamy Stadium,2,Kolkata Knight Riders,Royal Challengers Bangalore,51
1136590,Maharashtra Cricket Association Stadium,1,Chennai Super Kings,Delhi Daredevils,56
1136590,Maharashtra Cricket Association Stadium,2,Delhi Daredevils,Chennai Super Kings,59
1136591,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,43
1136591,M.Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,40
1136592,Arun Jaitley Stadium,1,Delhi Daredevils,Rajasthan Royals,62
1136592,Arun Jaitley Stadium,2,Rajasthan Royals,Delhi Daredevils,79
1136593,Eden Gardens,1,Chennai Super Kings,Kolkata Knight Riders,57
1136593,Eden Gardens,2,Kolkata Knight Riders,Chennai Super Kings,56
1136594,Holkar Cricket Stadium,1,Kings XI Punjab,Mumbai Indians,49
1136594,Holkar Cricket Stadium,2,Mumbai Indians,Kings XI Punjab,39
1136595,Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,47
1136595,Maharashtra Cricket Association Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,42
1136596,Rajiv Gandhi International Stadium,1,Delhi Daredevils,Sunrisers Hyderabad,60
1136596,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Delhi Daredevils,55
1136597,Wankhede Stadium,1,Mumbai Indians,Kolkata Knight Riders,56
1136597,Wankhede Stadium,2,Kolkata Knight Riders,Mumbai Indians,47
1136598,Holkar Cricket Stadium,1,Rajasthan Royals,Kings XI Punjab,45
1136598,Holkar Cricket Stadium,2,Kings XI Punjab,Rajasthan Royals,34
1136599,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,38
1136599,Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,55
1136600,Sawai Mansingh Stadium,1,Rajasthan Royals,Kings XI Punjab,63
1136600,Sawai Mansingh Stadium,2,Kings XI Punjab,Rajasthan Royals,33
1136601,Eden Gardens,1,Mumbai Indians,Kolkata Knight Riders,47
1136601,Eden Gardens,2,Kolkata Knight Riders,Mumbai Indians,47
1136602,Arun Jaitley Stadium,1,Delhi Daredevils,Sunrisers Hyderabad,38
1136602,Arun Jaitley Stadium,2,Sunrisers Hyderabad,Delhi Daredevils,51
1136603,Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,55
1136603,Sawai Mansingh Stadium,2,Rajasthan Royals,Chennai Super Kings,57
1136604,Holkar Cricket Stadium,1,Kolkata Knight Riders,Kings XI Punjab,59
1136604,Holkar Cricket Stadium,2,Kings XI Punjab,Kolkata Knight Riders,58
1136605,Arun Jaitley Stadium,1,Delhi Daredevils,Royal Challengers Bangalore,44
1136605,Arun Jaitley Stadium,2,Royal Challengers Bangalore,Delhi Daredevils,58
1136606,Maharashtra Cricket Association Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,28
1136606,Maharashtra Cricket Association Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,53
1136607,Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,51
1136607,Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,51
1136608,Holkar Cricket Stadium,1,Kings XI Punjab,Royal Challengers Bangalore,47
1136608,Holkar Cricket Stadium,2,Royal Challengers Bangalore,Kings XI Punjab,66
1136609,Eden Gardens,1,Rajasthan Royals,Kolkata Knight Riders,68
1136609,Eden Gardens,2,Kolkata Knight Riders,Rajasthan Royals,50
1136610,Wankhede Stadium,1,Mumbai Indians,Kings XI Punjab,60
1136610,Wankhede Stadium,2,Kings XI Punjab,Mumbai Indians,57
1136611,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,44
1136611,M.Chinnaswamy Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,56
1136612,Arun Jaitley Stadium,1,Delhi Daredevils,Chennai Super Kings,39
1136612,Arun Jaitley Stadium,2,Chennai Super Kings,Delhi Daredevils,44
1136613,Sawai Mansingh Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,45
1136613,Sawai Mansingh Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,55
1136614,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,59
1136614,Rajiv Gandhi International Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,66
1136615,Arun Jaitley Stadium,1,Delhi Daredevils,Mumbai Indians,46
1136615,Arun Jaitley Stadium,2,Mumbai Indians,Delhi Daredevils,55
1136616,Maharashtra Cricket Association Stadium,1,Kings XI Punjab,Chennai Super Kings,29
1136616,Maharashtra Cricket Association Stadium,2,Chennai Super Kings,Kings XI Punjab,33
1136617,Wankhede Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,47
1136617,Wankhede Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,33
1136618,Eden Gardens,1,Kolkata Knight Riders,Rajasthan Royals,46
1136618,Eden Gardens,2,Rajasthan Royals,Kolkata Knight Riders,51
1136619,Eden Gardens,1,Sunrisers Hyderabad,Kolkata Knight Riders,45
1136619,Eden Gardens,2,Kolkata Knight Riders,Sunrisers Hyderabad,67
1136620,Wankhede Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,41
1136620,Wankhede Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,34
1175356,MA Chidambaram Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,33
1175356,MA Chidambaram Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,16
1175357,Eden Gardens,1,Sunrisers Hyderabad,Kolkata Knight Riders,54
1175357,Eden Gardens,2,Kolkata Knight Riders,Sunrisers Hyderabad,47
1175358,Wankhede Stadium,1,Delhi Capitals,Mumbai Indians,45
1175358,Wankhede Stadium,2,Mumbai Indians,Delhi Capitals,46
1175359,Sawai Mansingh Stadium,1,Kings XI Punjab,Rajasthan Royals,32
1175359,Sawai Mansingh Stadium,2,Rajasthan Royals,Kings XI Punjab,64
1175360,Arun Jaitley Stadium,1,Delhi Capitals,Chennai Super Kings,43
1175360,Arun Jaitley Stadium,2,Chennai Super Kings,Delhi Capitals,58
1175361,Eden Gardens,1,Kolkata Knight Riders,Kings XI Punjab,53
1175361,Eden Gardens,2,Kings XI Punjab,Kolkata Knight Riders,51
1175362,M.Chinnaswamy Stadium,1,Mumbai Indians,Royal Challengers Bangalore,52
1175362,M.Chinnaswamy Stadium,2,Royal Challengers Bangalore,Mumbai Indians,60
1175363,Rajiv Gandhi International Stadium,1,Rajasthan Royals,Sunrisers Hyderabad,35
1175363,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Rajasthan Royals,69
1175364,Punjab Cricket Association IS Bindra Stadium,1,Mumbai Indians,Kings XI Punjab,62
1175364,Punjab Cricket Association IS Bindra Stadium,2,Kings XI Punjab,Mumbai Indians,38
1175365,Arun Jaitley Stadium,1,Kolkata Knight Riders,Delhi Capitals,36
1175365,Arun Jaitley Stadium,2,Delhi Capitals,Kolkata Knight Riders,45
1175366,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,59
1175366,Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,30
1175367,MA Chidambaram Stadium,1,Chennai Super Kings,Rajasthan Royals,29
1175367,MA Chidambaram Stadium,2,Rajasthan Royals,Chennai Super Kings,44
1175368,Punjab Cricket Association IS Bindra Stadium,1,Kings XI Punjab,Delhi Capitals,54
1175368,Punjab Cricket Association IS Bindra Stadium,2,Delhi Capitals,Kings XI Punjab,49
1175369,Sawai Mansingh Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,48
1175369,Sawai Mansingh Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,55
1175370,Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,40
1175370,Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,34
1175371,Arun Jaitley Stadium,1,Delhi Capitals,Sunrisers Hyderabad,36
1175371,Arun Jaitley Stadium,2,Sunrisers Hyderabad,Delhi Capitals,62
1175372,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,53
1175372,M.Chinnaswamy Stadium,2,Kolkata Knight Riders,Royal Challengers Bangalore,59
1178393,MA Chidambaram Stadium,1,Chennai Super Kings,Kings XI Punjab,54
1178393,MA Chidambaram Stadium,2,Kings XI Punjab,Chennai Super Kings,46
1178394,Rajiv Gandhi International Stadium,1,Mumbai Indians,Sunrisers Hyderabad,30
1178394,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Mumbai Indians,39
1178395,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Capitals,40
1178395,M.Chinnaswamy Stadium,2,Delhi Capitals,Royal Challengers Bangalore,53
1178396,Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,28
1178396,Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,65
1178397,Punjab Cricket Association IS Bindra Stadium,1,Sunrisers Hyderabad,Kings XI Punjab,27
1178397,Punjab Cricket Association IS Bindra Stadium,2,Kings XI Punjab,Sunrisers Hyderabad,38
1178398,MA Chidambaram Stadium,1,Kolkata Knight Riders,Chennai Super Kings,29
1178398,MA Chidambaram Stadium,2,Chennai Super Kings,Kolkata Knight Riders,40
1178399,Wankhede Stadium,1,Kings XI Punjab,Mumbai Indians,50
1178399,Wankhede Stadium,2,Mumbai Indians,Kings XI Punjab,50
1178400,Sawai Mansingh Stadium,1,Rajasthan Royals,Chennai Super Kings,54
1178400,Sawai Mansingh Stadium,2,Chennai Super Kings,Rajasthan Royals,24
1178401,Eden Gardens,1,Kolkata Knight Riders,Delhi Capitals,41
1178401,Eden Gardens,2,Delhi Capitals,Kolkata Knight Riders,57
1178402,Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,57
1178402,Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,59
1178403,Punjab Cricket Association IS Bindra Stadium,1,Kings XI Punjab,Royal Challengers Bangalore,60
1178403,Punjab Cricket Association IS Bindra Stadium,2,Royal Challengers Bangalore,Kings XI Punjab,63
1178404,Eden Gardens,1,Kolkata Knight Riders,Chennai Super Kings,49
1178404,Eden Gardens,2,Chennai Super Kings,Kolkata Knight Riders,44
1178405,Rajiv Gandhi International Stadium,1,Delhi Capitals,Sunrisers Hyderabad,51
1178405,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Delhi Capitals,40
1178406,Wankhede Stadium,1,Royal Challengers Bangalore,Mumbai Indians,45
1178406,Wankhede Stadium,2,Mumbai Indians,Royal Challengers Bangalore,67
1178407,Punjab Cricket Association IS Bindra Stadium,1,Kings XI Punjab,Rajasthan Royals,39
1178407,Punjab Cricket Association IS Bindra Stadium,2,Rajasthan Royals,Kings XI Punjab,54
1178408,Rajiv Gandhi International Stadium,1,Chennai Super Kings,Sunrisers Hyderabad,41
1178408,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Chennai Super Kings,68
1178409,Arun Jaitley Stadium,1,Mumbai Indians,Delhi Capitals,56
1178409,Arun Jaitley Stadium,2,Delhi Capitals,Mumbai Indians,48
1178410,Eden Gardens,1,Royal Challengers Bangalore,Kolkata Knight Riders,42
1178410,Eden Gardens,2,Kolkata Knight Riders,Royal Challengers Bangalore,37
1178411,Sawai Mansingh Stadium,1,Mumbai Indians,Rajasthan Royals,45
1178411,Sawai Mansingh Stadium,2,Rajasthan Royals,Mumbai Indians,60
1178412,Arun Jaitley Stadium,1,Kings XI Punjab,Delhi Capitals,50
1178412,Arun Jaitley Stadium,2,Delhi Capitals,Kings XI Punjab,60
1178413,Rajiv Gandhi International Stadium,1,Kolkata Knight Riders,Sunrisers Hyderabad,61
1178413,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Kolkata Knight Riders,72
1178414,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,49
1178414,M.Chinnaswamy Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,32
1178415,Sawai Mansingh Stadium,1,Rajasthan Royals,Delhi Capitals,52
1178415,Sawai Mansingh Stadium,2,Delhi Capitals,Rajasthan Royals,59
1178416,MA Chidambaram Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,54
1178416,MA Chidambaram Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,49
1178417,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,70
1178417,M.Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,68
1178418,Eden Gardens,1,Kolkata Knight Riders,Rajasthan Royals,32
1178418,Eden Gardens,2,Rajasthan Royals,Kolkata Knight Riders,55
1178419,MA Chidambaram Stadium,1,Mumbai Indians,Chennai Super Kings,45
1178419,MA Chidambaram Stadium,2,Chennai Super Kings,Mumbai Indians,40
1178420,Sawai Mansingh Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,51
1178420,Sawai Mansingh Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,60
1178421,Arun Jaitley Stadium,1,Delhi Capitals,Royal Challengers Bangalore,59
1178421,Arun Jaitley Stadium,2,Royal Challengers Bangalore,Delhi Capitals,64
1178422,Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,50
1178422,Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,41
1178423,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Kings XI Punjab,77
1178423,Rajiv Gandhi International Stadium,2,Kings XI Punjab,Sunrisers Hyderabad,44
1178424,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,62
1178424,M.Chinnaswamy Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,41
1178425,MA Chidambaram Stadium,1,Chennai Super Kings,Delhi Capitals,27
1178425,MA Chidambaram Stadium,2,Delhi Capitals,Chennai Super Kings,59
1178426,Wankhede Stadium,1,Mumbai Indians,Sunrisers Hyderabad,44
1178426,Wankhede Stadium,2,Sunrisers Hyderabad,Mumbai Indians,59
1178427,Punjab Cricket Association IS Bindra Stadium,1,Kings XI Punjab,Kolkata Knight Riders,41
1178427,Punjab Cricket Association IS Bindra Stadium,2,Kolkata Knight Riders,Kings XI Punjab,62
1178428,Arun Jaitley Stadium,1,Rajasthan Royals,Delhi Capitals,30
1178428,Arun Jaitley Stadium,2,Delhi Capitals,Rajasthan Royals,46
1178429,M.Chinnaswamy Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,52
1178429,M.Chinnaswamy Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,49
1178430,Punjab Cricket Association IS Bindra Stadium,1,Chennai Super Kings,Kings XI Punjab,42
1178430,Punjab Cricket Association IS Bindra Stadium,2,Kings XI Punjab,Chennai Super Kings,67
1178431,Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,49
1178431,Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,46
1181764,MA Chidambaram Stadium,1,Chennai Super Kings,Mumbai Indians,32
1181764,MA Chidambaram Stadium,2,Mumbai Indians,Chennai Super Kings,44
1181766,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Delhi Capitals,54
1181766,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Delhi Capitals,Sunrisers Hyderabad,55
1181767,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Delhi Capitals,Chennai Super Kings,41
1181767,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Chennai Super Kings,Delhi Capitals,42
1181768,Rajiv Gandhi International Stadium,1,Mumbai Indians,Chennai Super Kings,45
1181768,Rajiv Gandhi International Stadium,2,Chennai Super Kings,Mumbai Indians,53
1216492,Sheikh Zayed Stadium,1,Mumbai Indians,Chennai Super Kings,51
1216492,Sheikh Zayed Stadium,2,Chennai Super Kings,Mumbai Indians,31
1216493,Dubai International Cricket Stadium,1,Delhi Capitals,Kings XI Punjab,23
1216493,Dubai International Cricket Stadium,2,Kings XI Punjab,Delhi Capitals,35
1216494,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,17
1216494,Sheikh Zayed Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,44
1216495,Sharjah Cricket Stadium,1,Mumbai Indians,Sunrisers Hyderabad,48
1216495,Sharjah Cricket Stadium,2,Sunrisers Hyderabad,Mumbai Indians,55
1216496,Sharjah Cricket Stadium,1,Rajasthan Royals,Chennai Super Kings,54
1216496,Sharjah Cricket Stadium,2,Chennai Super Kings,Rajasthan Royals,53
1216497,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Delhi Capitals,36
1216497,Sheikh Zayed Stadium,2,Delhi Capitals,Kolkata Knight Riders,36
1216498,Dubai International Cricket Stadium,1,Kings XI Punjab,Sunrisers Hyderabad,47
1216498,Dubai International Cricket Stadium,2,Sunrisers Hyderabad,Kings XI Punjab,52
1216499,Sheikh Zayed Stadium,1,Royal Challengers Bangalore,Mumbai Indians,54
1216499,Sheikh Zayed Stadium,2,Mumbai Indians,Royal Challengers Bangalore,41
1216500,Sharjah Cricket Stadium,1,Delhi Capitals,Rajasthan Royals,50
1216500,Sharjah Cricket Stadium,2,Rajasthan Royals,Delhi Capitals,41
1216501,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Chennai Super Kings,51
1216501,Sheikh Zayed Stadium,2,Chennai Super Kings,Kolkata Knight Riders,54
1216502,Sharjah Cricket Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,30
1216502,Sharjah Cricket Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,58
1216503,Sheikh Zayed Stadium,1,Mumbai Indians,Kings XI Punjab,41
1216503,Sheikh Zayed Stadium,2,Kings XI Punjab,Mumbai Indians,41
1216504,Dubai International Cricket Stadium,1,Kolkata Knight Riders,Rajasthan Royals,42
1216504,Dubai International Cricket Stadium,2,Rajasthan Royals,Kolkata Knight Riders,39
1216505,Sheikh Zayed Stadium,1,Royal Challengers Bangalore,Delhi Capitals,40
1216505,Sheikh Zayed Stadium,2,Delhi Capitals,Royal Challengers Bangalore,53
1216506,Sheikh Zayed Stadium,1,Kings XI Punjab,Chennai Super Kings,53
1216506,Sheikh Zayed Stadium,2,Chennai Super Kings,Kings XI Punjab,57
1216507,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,26
1216507,Dubai International Cricket Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,36
1216508,Sheikh Zayed Stadium,1,Mumbai Indians,Kolkata Knight Riders,59
1216508,Sheikh Zayed Stadium,2,Kolkata Knight Riders,Mumbai Indians,33
1216509,Sharjah Cricket Stadium,1,Chennai Super Kings,Delhi Capitals,39
1216509,Sharjah Cricket Stadium,2,Delhi Capitals,Chennai Super Kings,41
1216510,Dubai International Cricket Stadium,1,Kings XI Punjab,Royal Challengers Bangalore,48
1216510,Dubai International Cricket Stadium,2,Royal Challengers Bangalore,Kings XI Punjab,36
1216511,Sheikh Zayed Stadium,1,Mumbai Indians,Rajasthan Royals,57
1216511,Sheikh Zayed Stadium,2,Rajasthan Royals,Mumbai Indians,31
1216512,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Sunrisers Hyderabad,48
1216512,Sheikh Zayed Stadium,2,Sunrisers Hyderabad,Kolkata Knight Riders,54
1216513,Dubai International Cricket Stadium,1,Kings XI Punjab,Chennai Super Kings,46
1216513,Dubai International Cricket Stadium,2,Chennai Super Kings,Kings XI Punjab,60
1216514,Sheikh Zayed Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,38
1216514,Sheikh Zayed Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,50
1216515,Sharjah Cricket Stadium,1,Delhi Capitals,Kolkata Knight Riders,57
1216515,Sharjah Cricket Stadium,2,Kolkata Knight Riders,Delhi Capitals,58
1216516,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,42
1216516,Dubai International Cricket Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,36
1216517,Dubai International Cricket Stadium,1,Mumbai Indians,Kings XI Punjab,43
1216517,Dubai International Cricket Stadium,2,Kings XI Punjab,Mumbai Indians,51
1216518,Dubai International Cricket Stadium,1,Rajasthan Royals,Sunrisers Hyderabad,47
1216518,Dubai International Cricket Stadium,2,Sunrisers Hyderabad,Rajasthan Royals,52
1216519,Dubai International Cricket Stadium,1,Delhi Capitals,Royal Challengers Bangalore,63
1216519,Dubai International Cricket Stadium,2,Royal Challengers Bangalore,Delhi Capitals,43
1216520,Sharjah Cricket Stadium,1,Kolkata Knight Riders,Kings XI Punjab,54
1216520,Sharjah Cricket Stadium,2,Kings XI Punjab,Kolkata Knight Riders,36
1216521,Sharjah Cricket Stadium,1,Chennai Super Kings,Mumbai Indians,24
1216521,Sharjah Cricket Stadium,2,Mumbai Indians,Chennai Super Kings,52
1216522,Dubai International Cricket Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,51
1216522,Dubai International Cricket Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,47
1216523,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Kings XI Punjab,25
1216523,Sheikh Zayed Stadium,2,Kings XI Punjab,Kolkata Knight Riders,47
1216524,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Delhi Capitals,77
1216524,Dubai International Cricket Stadium,2,Delhi Capitals,Sunrisers Hyderabad,54
1216525,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,36
1216525,Dubai International Cricket Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,26
1216526,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Mumbai Indians,33
1216526,Sheikh Zayed Stadium,2,Mumbai Indians,Kolkata Knight Riders,51
1216527,Sharjah Cricket Stadium,1,Kings XI Punjab,Rajasthan Royals,60
1216527,Sharjah Cricket Stadium,2,Rajasthan Royals,Kings XI Punjab,69
1216528,Dubai International Cricket Stadium,1,Chennai Super Kings,Sunrisers Hyderabad,44
1216528,Dubai International Cricket Stadium,2,Sunrisers Hyderabad,Chennai Super Kings,40
1216529,Sheikh Zayed Stadium,1,Delhi Capitals,Mumbai Indians,46
1216529,Sheikh Zayed Stadium,2,Mumbai Indians,Delhi Capitals,44
1216530,Dubai International Cricket Stadium,1,Kolkata Knight Riders,Rajasthan Royals,55
1216530,Dubai International Cricket Stadium,2,Rajasthan Royals,Kolkata Knight Riders,41
1216531,Sharjah Cricket Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,57
1216531,Sharjah Cricket Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,56
1216532,Sheikh Zayed Stadium,1,Sunrisers Hyderabad,Delhi Capitals,38
1216532,Sheikh Zayed Stadium,2,Delhi Capitals,Sunrisers Hyderabad,34
1216533,Sheikh Zayed Stadium,1,Chennai Super Kings,Rajasthan Royals,43
1216533,Sheikh Zayed Stadium,2,Rajasthan Royals,Chennai Super Kings,31
1216534,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,53
1216534,Dubai International Cricket Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,48
1216535,Dubai International Cricket Stadium,1,Delhi Capitals,Mumbai Indians,22
1216535,Dubai International Cricket Stadium,2,Mumbai Indians,Delhi Capitals,38
1216536,Dubai International Cricket Stadium,1,Kolkata Knight Riders,Chennai Super Kings,48
1216536,Dubai International Cricket Stadium,2,Chennai Super Kings,Kolkata Knight Riders,44
1216537,Sheikh Zayed Stadium,1,Kings XI Punjab,Rajasthan Royals,53
1216537,Sheikh Zayed Stadium,2,Rajasthan Royals,Kings XI Punjab,66
1216538,Sharjah Cricket Stadium,1,Mumbai Indians,Sunrisers Hyderabad,48
1216538,Sharjah Cricket Stadium,2,Sunrisers Hyderabad,Mumbai Indians,56
1216539,Dubai International Cricket Stadium,1,Delhi Capitals,Chennai Super Kings,36
1216539,Dubai International Cricket Stadium,2,Chennai Super Kings,Delhi Capitals,34
1216540,Sharjah Cricket Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,47
1216540,Sharjah Cricket Stadium,2,Kolkata Knight Riders,Royal Challengers Bangalore,43
1216541,Sheikh Zayed Stadium,1,Mumbai Indians,Rajasthan Royals,59
1216541,Sheikh Zayed Stadium,2,Rajasthan Royals,Mumbai Indians,55
1216542,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Kings XI Punjab,58
1216542,Dubai International Cricket Stadium,2,Kings XI Punjab,Sunrisers Hyderabad,45
1216543,Dubai International Cricket Stadium,1,Delhi Capitals,Rajasthan Royals,47
1216543,Dubai International Cricket Stadium,2,Rajasthan Royals,Delhi Capitals,50
1216544,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,46
1216544,Dubai International Cricket Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,48
1216545,Sheikh Zayed Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,40
1216545,Sheikh Zayed Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,52
1216546,Dubai International Cricket Stadium,1,Delhi Capitals,Kings XI Punjab,53
1216546,Dubai International Cricket Stadium,2,Kings XI Punjab,Delhi Capitals,57
1216547,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Mumbai Indians,59
